chart_id,music_id,title,pronunciation,difficulty,play_level,chart_constant,total_note_count,tap_count,flick_count,slide_count,trace_count,critical_count,weighted_note_count,published_at
1991,399,Disco No.39,でぃすこなんばーさーてぃーないん,easy,6,,292,,,,,,,2023-08-10
1992,399,Disco No.39,でぃすこなんばーさーてぃーないん,normal,13,,465,,,,,,,2023-08-10
1993,399,Disco No.39,でぃすこなんばーさーてぃーないん,hard,19,,739,,,,,,,2023-08-10
1994,399,Disco No.39,でぃすこなんばーさーてぃーないん,expert,26,,950,,,,,,,2023-08-10
1995,399,Disco No.39,でぃすこなんばーさーてぃーないん,master,30,,1115,,,,,,,2023-08-10
1996,400,我らステインバスターズ！,われらすていんばすたーず！,easy,6,,139,,,,,,,2023-08-01
1997,400,我らステインバスターズ！,われらすていんばすたーず！,normal,12,,252,,,,,,,2023-08-01
1998,400,我らステインバスターズ！,われらすていんばすたーず！,hard,17,,504,,,,,,,2023-08-01
1999,400,我らステインバスターズ！,われらすていんばすたーず！,expert,24,,797,,,,,,,2023-08-01
2000,400,我らステインバスターズ！,われらすていんばすたーず！,master,28,,810,,,,,,,2023-08-01
2001,401,まにまに,まにまに,easy,7,,211,,,,,,,2023-10-03
2002,401,まにまに,まにまに,normal,13,,428,,,,,,,2023-10-03
2003,401,まにまに,まにまに,hard,19,,689,,,,,,,2023-10-03
2004,401,まにまに,まにまに,expert,25,,893,,,,,,,2023-10-03
2005,401,まにまに,まにまに,master,29,,1014,,,,,,,2023-10-03
2006,402,エンヴィーベイビー,えんヴぃーべいびー,easy,7,,307,,,,,,,2024-01-03
2007,402,エンヴィーベイビー,えんヴぃーべいびー,normal,13,,505,,,,,,,2024-01-03
2008,402,エンヴィーベイビー,えんヴぃーべいびー,hard,17,,675,,,,,,,2024-01-03
2009,402,エンヴィーベイビー,えんヴぃーべいびー,expert,23,,969,,,,,,,2024-01-03
2010,402,エンヴィーベイビー,えんヴぃーべいびー,master,28,,1251,,,,,,,2024-01-03
2011,403,番凩,つがいこがらし,easy,6,,133,,,,,,,2023-10-09
2012,403,番凩,つがいこがらし,normal,12,,336,,,,,,,2023-10-09
2013,403,番凩,つがいこがらし,hard,17,,512,,,,,,,2023-10-09
2014,403,番凩,つがいこがらし,expert,24,,716,,,,,,,2023-10-09
2015,403,番凩,つがいこがらし,master,27,,892,,,,,,,2023-10-09
2016,404,blender,ぶれんだー,easy,5,,149,,,,,,,2024-03-28
2017,404,blender,ぶれんだー,normal,12,,331,,,,,,,2024-03-28
2018,404,blender,ぶれんだー,hard,16,,524,,,,,,,2024-03-28
2019,404,blender,ぶれんだー,expert,23,,812,,,,,,,2024-03-28
2020,404,blender,ぶれんだー,master,27,,781,,,,,,,2024-03-28
2021,405,MOTTO!!!,もっと,easy,6,,241,,,,,,,2024-01-15
2022,405,MOTTO!!!,もっと,normal,11,,298,,,,,,,2024-01-15
2023,405,MOTTO!!!,もっと,hard,16,,556,,,,,,,2024-01-15
2024,405,MOTTO!!!,もっと,expert,23,,881,,,,,,,2024-01-15
2025,405,MOTTO!!!,もっと,master,27,,1067,,,,,,,2024-01-15
4120,405,MOTTO!!!,もっと,append,29,,1225,,,,,,,2024-01-15
2026,406,ARQETYPE,あーきたいぷ,easy,9,,266,,,,,,,2023-11-10
2027,406,ARQETYPE,あーきたいぷ,normal,14,,369,,,,,,,2023-11-10
2028,406,ARQETYPE,あーきたいぷ,hard,21,,723,,,,,,,2023-11-10
2029,406,ARQETYPE,あーきたいぷ,expert,27,,827,,,,,,,2023-11-10
2030,406,ARQETYPE,あーきたいぷ,master,31,,951,,,,,,,2023-11-10
2031,407,初めての恋が終わる時,はじめてのこいがおわるとき,easy,8,,300,,,,,,,2023-12-28
2032,407,初めての恋が終わる時,はじめてのこいがおわるとき,normal,12,,394,,,,,,,2023-12-28
2033,407,初めての恋が終わる時,はじめてのこいがおわるとき,hard,17,,649,,,,,,,2023-12-28
2034,407,初めての恋が終わる時,はじめてのこいがおわるとき,expert,25,,822,,,,,,,2023-12-28
2035,407,初めての恋が終わる時,はじめてのこいがおわるとき,master,29,,995,,,,,,,2023-12-28
2036,408,CIRCUS PANIC!!!,さーかすぱにっく,easy,6,,290,,,,,,,2023-09-04
2037,408,CIRCUS PANIC!!!,さーかすぱにっく,normal,13,,428,,,,,,,2023-09-04
2038,408,CIRCUS PANIC!!!,さーかすぱにっく,hard,19,,754,,,,,,,2023-09-04
2039,408,CIRCUS PANIC!!!,さーかすぱにっく,expert,27,,1083,,,,,,,2023-09-04
2040,408,CIRCUS PANIC!!!,さーかすぱにっく,master,32,,1239,,,,,,,2023-09-04
2041,409,25時の情熱,にじゅうごじのじょうねつ,easy,5,,125,,,,,,,2023-12-29
2042,409,25時の情熱,にじゅうごじのじょうねつ,normal,11,,225,,,,,,,2023-12-29
2043,409,25時の情熱,にじゅうごじのじょうねつ,hard,17,,525,,,,,,,2023-12-29
2044,409,25時の情熱,にじゅうごじのじょうねつ,expert,22,,625,,,,,,,2023-12-29
2045,409,25時の情熱,にじゅうごじのじょうねつ,master,25,,725,,,,,,,2023-12-29
2046,410,マーシャル・マキシマイザー,まーしゃるまきしまいざー,easy,9,,296,,,,,,,2024-01-29
2047,410,マーシャル・マキシマイザー,まーしゃるまきしまいざー,normal,14,,352,,,,,,,2024-01-29
2048,410,マーシャル・マキシマイザー,まーしゃるまきしまいざー,hard,18,,522,,,,,,,2024-01-29
2049,410,マーシャル・マキシマイザー,まーしゃるまきしまいざー,expert,26,,694,,,,,,,2024-01-29
2050,410,マーシャル・マキシマイザー,まーしゃるまきしまいざー,master,29,,895,,,,,,,2024-01-29
2051,411,世界を照らすテトラッド,せかいをてらすてとらっど,easy,7,,228,,,,,,,2024-02-09
2052,411,世界を照らすテトラッド,せかいをてらすてとらっど,normal,13,,356,,,,,,,2024-02-09
2053,411,世界を照らすテトラッド,せかいをてらすてとらっど,hard,20,,679,,,,,,,2024-02-09
2054,411,世界を照らすテトラッド,せかいをてらすてとらっど,expert,27,,850,,,,,,,2024-02-09
2055,411,世界を照らすテトラッド,せかいをてらすてとらっど,master,31,,1072,,,,,,,2024-02-09
4110,411,世界を照らすテトラッド,せかいをてらすてとらっど,append,30,,1210,,,,,,,2024-02-09
2056,412,デビルじゃないもん,でびるじゃないもん,easy,7,,297,,,,,,,2023-10-07
2057,412,デビルじゃないもん,でびるじゃないもん,normal,12,,562,,,,,,,2023-10-07
2058,412,デビルじゃないもん,でびるじゃないもん,hard,19,,631,,,,,,,2023-10-07
2059,412,デビルじゃないもん,でびるじゃないもん,expert,26,,854,,,,,,,2023-10-07
2060,412,デビルじゃないもん,でびるじゃないもん,master,29,,879,,,,,,,2023-10-07
2061,413,さよならプリンセス,さよならぷりんせす,easy,8,,311,,,,,,,2023-12-04
2062,413,さよならプリンセス,さよならぷりんせす,normal,14,,401,,,,,,,2023-12-04
2063,413,さよならプリンセス,さよならぷりんせす,hard,19,,709,,,,,,,2023-12-04
2064,413,さよならプリンセス,さよならぷりんせす,expert,26,,812,,,,,,,2023-12-04
2065,413,さよならプリンセス,さよならぷりんせす,master,30,,1131,,,,,,,2023-12-04
2066,414,HERO,ひーろー,easy,8,,339,,,,,,,2023-09-01
2067,414,HERO,ひーろー,normal,13,,390,,,,,,,2023-09-01
2068,414,HERO,ひーろー,hard,19,,751,,,,,,,2023-09-01
2069,414,HERO,ひーろー,expert,26,,1194,,,,,,,2023-09-01
2070,414,HERO,ひーろー,master,31,,1278,,,,,,,2023-09-01
2071,415,ラッキー☆オーブ,らっきーおーぶ,easy,6,,165,,,,,,,2023-09-25
2072,415,ラッキー☆オーブ,らっきーおーぶ,normal,11,,220,,,,,,,2023-09-25
2073,415,ラッキー☆オーブ,らっきーおーぶ,hard,17,,505,,,,,,,2023-09-25
2074,415,ラッキー☆オーブ,らっきーおーぶ,expert,24,,802,,,,,,,2023-09-25
2075,415,ラッキー☆オーブ,らっきーおーぶ,master,28,,919,,,,,,,2023-09-25
2076,416,limbo,りんぼ,easy,8,,295,,,,,,,2024-02-16
2077,416,limbo,りんぼ,normal,13,,384,,,,,,,2024-02-16
2078,416,limbo,りんぼ,hard,19,,608,,,,,,,2024-02-16
2079,416,limbo,りんぼ,expert,26,,900,,,,,,,2024-02-16
2080,416,limbo,りんぼ,master,31,,958,,,,,,,2024-02-16
2081,417,くうになる,くうになる,easy,7,,147,,,,,,,2024-01-05
2082,417,くうになる,くうになる,normal,13,,277,,,,,,,2024-01-05
2083,417,くうになる,くうになる,hard,18,,581,,,,,,,2024-01-05
2084,417,くうになる,くうになる,expert,24,,769,,,,,,,2024-01-05
2085,417,くうになる,くうになる,master,29,,945,,,,,,,2024-01-05
2086,418,金木犀,きんもくせい,easy,6,,149,,,,,,,2023-12-30
2087,418,金木犀,きんもくせい,normal,12,,292,,,,,,,2023-12-30
2088,418,金木犀,きんもくせい,hard,17,,556,,,,,,,2023-12-30
2089,418,金木犀,きんもくせい,expert,26,,814,,,,,,,2023-12-30
2090,418,金木犀,きんもくせい,master,29,,899,,,,,,,2023-12-30
2096,420,imaginary love story,いまじなりーらぶすとーりー,easy,8,,297,,,,,,,2025-07-03
2097,420,imaginary love story,いまじなりーらぶすとーりー,normal,12,,479,,,,,,,2025-07-03
2098,420,imaginary love story,いまじなりーらぶすとーりー,hard,18,,662,,,,,,,2025-07-03
2099,420,imaginary love story,いまじなりーらぶすとーりー,expert,25,,1019,,,,,,,2025-07-03
2100,420,imaginary love story,いまじなりーらぶすとーりー,master,31,,1214,,,,,,,2025-07-03
2101,421,CR詠ZY,くれいじー,easy,5,,149,,,,,,,2023-10-12
2102,421,CR詠ZY,くれいじー,normal,13,,340,,,,,,,2023-10-12
2103,421,CR詠ZY,くれいじー,hard,19,,434,,,,,,,2023-10-12
2104,421,CR詠ZY,くれいじー,expert,24,,615,,,,,,,2023-10-12
2105,421,CR詠ZY,くれいじー,master,28,,728,,,,,,,2023-10-12
2106,422,JUMPIN’ OVER !,じゃんぴんおーばー,easy,7,,217,,,,,,,2024-02-27
2107,422,JUMPIN’ OVER !,じゃんぴんおーばー,normal,12,,340,,,,,,,2024-02-27
2108,422,JUMPIN’ OVER !,じゃんぴんおーばー,hard,17,,598,,,,,,,2024-02-27
2109,422,JUMPIN’ OVER !,じゃんぴんおーばー,expert,24,,858,,,,,,,2024-02-27
2110,422,JUMPIN’ OVER !,じゃんぴんおーばー,master,28,,863,,,,,,,2024-02-27
2111,423,レグルス,れぐるす,easy,6,,296,,,,,,,2024-02-18
2112,423,レグルス,れぐるす,normal,12,,387,,,,,,,2024-02-18
2113,423,レグルス,れぐるす,hard,18,,680,,,,,,,2024-02-18
2114,423,レグルス,れぐるす,expert,26,,949,,,,,,,2024-02-18
2115,423,レグルス,れぐるす,master,29,,1014,,,,,,,2024-02-18
4033,423,レグルス,れぐるす,append,30,,1268,,,,,,,2024-02-18
2116,424,インテグラル,いんてぐらる,easy,8,,351,,,,,,,2024-03-01
2117,424,インテグラル,いんてぐらる,normal,12,,479,,,,,,,2024-03-01
2118,424,インテグラル,いんてぐらる,hard,16,,701,,,,,,,2024-03-01
2119,424,インテグラル,いんてぐらる,expert,24,,868,,,,,,,2024-03-01
2120,424,インテグラル,いんてぐらる,master,28,,868,,,,,,,2024-03-01
4111,424,インテグラル,いんてぐらる,append,29,,1357,,,,,,,2024-03-01
2121,425,Cool Me Down,くーるみーだうん,easy,7,,405,,,,,,,2023-10-16
2122,425,Cool Me Down,くーるみーだうん,normal,13,,544,,,,,,,2023-10-16
2123,425,Cool Me Down,くーるみーだうん,hard,19,,874,,,,,,,2023-10-16
2124,425,Cool Me Down,くーるみーだうん,expert,25,,1159,,,,,,,2023-10-16
2125,425,Cool Me Down,くーるみーだうん,master,29,,1250,,,,,,,2023-10-16
2126,426,On&On,おんあんどおん,easy,6,,234,,,,,,,2023-11-13
2127,426,On&On,おんあんどおん,normal,12,,245,,,,,,,2023-11-13
2128,426,On&On,おんあんどおん,hard,18,,503,,,,,,,2023-11-13
2129,426,On&On,おんあんどおん,expert,23,,712,,,,,,,2023-11-13
2130,426,On&On,おんあんどおん,master,27,,859,,,,,,,2023-11-13
2131,427,幽光、1/fのゆらめき,ゆうこうえふぶんのいちのゆらめき,easy,8,,165,,,,,,,2024-03-18
2132,427,幽光、1/fのゆらめき,ゆうこうえふぶんのいちのゆらめき,normal,13,,285,,,,,,,2024-03-18
2133,427,幽光、1/fのゆらめき,ゆうこうえふぶんのいちのゆらめき,hard,18,,567,,,,,,,2024-03-18
2134,427,幽光、1/fのゆらめき,ゆうこうえふぶんのいちのゆらめき,expert,25,,718,,,,,,,2024-03-18
2135,427,幽光、1/fのゆらめき,ゆうこうえふぶんのいちのゆらめき,master,29,,877,,,,,,,2024-03-18
2136,428,ときめきジェットコースター,ときめきじぇっとこーすたー,easy,8,,228,,,,,,,2024-05-10
2137,428,ときめきジェットコースター,ときめきじぇっとこーすたー,normal,13,,369,,,,,,,2024-05-10
2138,428,ときめきジェットコースター,ときめきじぇっとこーすたー,hard,19,,587,,,,,,,2024-05-10
2139,428,ときめきジェットコースター,ときめきじぇっとこーすたー,expert,27,,1016,,,,,,,2024-05-10
2140,428,ときめきジェットコースター,ときめきじぇっとこーすたー,master,31,,1234,,,,,,,2024-05-10
2141,429,はぐ,はぐ,easy,6,,208,,,,,,,2023-10-31
2142,429,はぐ,はぐ,normal,13,,348,,,,,,,2023-10-31
2143,429,はぐ,はぐ,hard,18,,576,,,,,,,2023-10-31
2144,429,はぐ,はぐ,expert,24,,851,,,,,,,2023-10-31
2145,429,はぐ,はぐ,master,29,,983,,,,,,,2023-10-31
4116,429,はぐ,はぐ,append,29,,1109,,,,,,,2023-10-31
2146,430,『んっあっあっ。』,んっあっあっ,easy,6,,204,,,,,,,2024-01-04
2147,430,『んっあっあっ。』,んっあっあっ,normal,13,,338,,,,,,,2024-01-04
2148,430,『んっあっあっ。』,んっあっあっ,hard,18,,495,,,,,,,2024-01-04
2149,430,『んっあっあっ。』,んっあっあっ,expert,24,,742,,,,,,,2024-01-04
2150,430,『んっあっあっ。』,んっあっあっ,master,28,,1071,,,,,,,2024-01-04
2151,431,flos,ふろーす,easy,6,,236,,,,,,,2024-03-11
2152,431,flos,ふろーす,normal,12,,294,,,,,,,2024-03-11
2153,431,flos,ふろーす,hard,18,,543,,,,,,,2024-03-11
2154,431,flos,ふろーす,expert,23,,694,,,,,,,2024-03-11
2155,431,flos,ふろーす,master,27,,893,,,,,,,2024-03-11
2156,432,強風オールバック,きょうふうおーるばっく,easy,6,,155,,,,,,,2024-01-01
2157,432,強風オールバック,きょうふうおーるばっく,normal,13,,361,,,,,,,2024-01-01
2158,432,強風オールバック,きょうふうおーるばっく,hard,17,,478,,,,,,,2024-01-01
2159,432,強風オールバック,きょうふうおーるばっく,expert,24,,714,,,,,,,2024-01-01
2160,432,強風オールバック,きょうふうおーるばっく,master,28,,955,,,,,,,2024-01-01
2161,433,ヒアソビ,ひあそび,easy,9,,217,,,,,,,2024-01-02
2162,433,ヒアソビ,ひあそび,normal,13,,382,,,,,,,2024-01-02
2163,433,ヒアソビ,ひあそび,hard,18,,655,,,,,,,2024-01-02
2164,433,ヒアソビ,ひあそび,expert,27,,1053,,,,,,,2024-01-02
2165,433,ヒアソビ,ひあそび,master,31,,1116,,,,,,,2024-01-02
2166,434,1000年生きてる,せんねんいきてる,easy,5,,106,,,,,,,2024-03-25
2167,434,1000年生きてる,せんねんいきてる,normal,13,,236,,,,,,,2024-03-25
2168,434,1000年生きてる,せんねんいきてる,hard,18,,500,,,,,,,2024-03-25
2169,434,1000年生きてる,せんねんいきてる,expert,23,,673,,,,,,,2024-03-25
2170,434,1000年生きてる,せんねんいきてる,master,28,,757,,,,,,,2024-03-25
2171,435,リレイアウター,りれいあうたー,easy,7,,317,,,,,,,2024-02-03
2172,435,リレイアウター,りれいあうたー,normal,13,,440,,,,,,,2024-02-03
2173,435,リレイアウター,りれいあうたー,hard,18,,738,,,,,,,2024-02-03
2174,435,リレイアウター,りれいあうたー,expert,26,,960,,,,,,,2024-02-03
2175,435,リレイアウター,りれいあうたー,master,30,,1203,,,,,,,2024-02-03
2176,436,古書屋敷殺人事件,こしょやしきさつじんじけん,easy,6,,174,,,,,,,2024-02-22
2177,436,古書屋敷殺人事件,こしょやしきさつじんじけん,normal,12,,409,,,,,,,2024-02-22
2178,436,古書屋敷殺人事件,こしょやしきさつじんじけん,hard,18,,615,,,,,,,2024-02-22
2179,436,古書屋敷殺人事件,こしょやしきさつじんじけん,expert,24,,823,,,,,,,2024-02-22
2180,436,古書屋敷殺人事件,こしょやしきさつじんじけん,master,28,,974,,,,,,,2024-02-22
2181,437,え？あぁ、そう。,えあぁそう,easy,8,,189,,,,,,,2024-02-01
2182,437,え？あぁ、そう。,えあぁそう,normal,12,,378,,,,,,,2024-02-01
2183,437,え？あぁ、そう。,えあぁそう,hard,18,,521,,,,,,,2024-02-01
2184,437,え？あぁ、そう。,えあぁそう,expert,25,,838,,,,,,,2024-02-01
2185,437,え？あぁ、そう。,えあぁそう,master,30,,1028,,,,,,,2024-02-01
2186,438,ハイドアンド・シーク,はいどあんどしーく,easy,7,,237,,,,,,,2024-01-09
2187,438,ハイドアンド・シーク,はいどあんどしーく,normal,12,,321,,,,,,,2024-01-09
2188,438,ハイドアンド・シーク,はいどあんどしーく,hard,17,,532,,,,,,,2024-01-09
2189,438,ハイドアンド・シーク,はいどあんどしーく,expert,24,,764,,,,,,,2024-01-09
2190,438,ハイドアンド・シーク,はいどあんどしーく,master,28,,898,,,,,,,2024-01-09
2191,439,一千光年,いっせんこうねん,easy,8,,414,,,,,,,2023-12-31
2192,439,一千光年,いっせんこうねん,normal,13,,410,,,,,,,2023-12-31
2193,439,一千光年,いっせんこうねん,hard,18,,804,,,,,,,2023-12-31
2194,439,一千光年,いっせんこうねん,expert,25,,941,,,,,,,2023-12-31
2195,439,一千光年,いっせんこうねん,master,30,,1141,,,,,,,2023-12-31
4024,439,一千光年,いっせんこうねん,append,31,,1496,,,,,,,2023-12-31
2196,440,ショウタイム×オーディエンス,しょうたいむおーでぃえんす,easy,9,,395,,,,,,,2023-12-11
2197,440,ショウタイム×オーディエンス,しょうたいむおーでぃえんす,normal,14,,544,,,,,,,2023-12-11
2198,440,ショウタイム×オーディエンス,しょうたいむおーでぃえんす,hard,18,,756,,,,,,,2023-12-11
2199,440,ショウタイム×オーディエンス,しょうたいむおーでぃえんす,expert,25,,1091,,,,,,,2023-12-11
2200,440,ショウタイム×オーディエンス,しょうたいむおーでぃえんす,master,30,,1220,,,,,,,2023-12-11
2201,441,酔いどれ知らず,よいどれしらず,easy,6,,163,,,,,,,2024-04-15
2202,441,酔いどれ知らず,よいどれしらず,normal,13,,240,,,,,,,2024-04-15
2203,441,酔いどれ知らず,よいどれしらず,hard,18,,612,,,,,,,2024-04-15
2204,441,酔いどれ知らず,よいどれしらず,expert,24,,865,,,,,,,2024-04-15
2205,441,酔いどれ知らず,よいどれしらず,master,28,,1048,,,,,,,2024-04-15
4044,441,酔いどれ知らず,よいどれしらず,append,29,,1120,,,,,,,2024-04-15
2206,442,すれすれ,すれすれ,easy,6,,139,,,,,,,2024-04-28
2207,442,すれすれ,すれすれ,normal,11,,169,,,,,,,2024-04-28
2208,442,すれすれ,すれすれ,hard,16,,360,,,,,,,2024-04-28
2209,442,すれすれ,すれすれ,expert,23,,521,,,,,,,2024-04-28
2210,442,すれすれ,すれすれ,master,26,,595,,,,,,,2024-04-28
2211,443,林檎売りの泡沫少女,りんごうりのうたかたしょうじょ,easy,8,,349,,,,,,,2024-07-17
2212,443,林檎売りの泡沫少女,りんごうりのうたかたしょうじょ,normal,13,,428,,,,,,,2024-07-17
2213,443,林檎売りの泡沫少女,りんごうりのうたかたしょうじょ,hard,17,,656,,,,,,,2024-07-17
2214,443,林檎売りの泡沫少女,りんごうりのうたかたしょうじょ,expert,24,,1009,,,,,,,2024-07-17
2215,443,林檎売りの泡沫少女,りんごうりのうたかたしょうじょ,master,28,,1048,,,,,,,2024-07-17
2216,444,心泥夢(syndrome),しんどろーむ,easy,7,,256,,,,,,,2024-01-22
2217,444,心泥夢(syndrome),しんどろーむ,normal,12,,396,,,,,,,2024-01-22
2218,444,心泥夢(syndrome),しんどろーむ,hard,19,,879,,,,,,,2024-01-22
2219,444,心泥夢(syndrome),しんどろーむ,expert,27,,1221,,,,,,,2024-01-22
2220,444,心泥夢(syndrome),しんどろーむ,master,31,,1383,,,,,,,2024-01-22
2221,445,Twilight Melody,とわいらいとめろでぃ,easy,7,,191,,,,,,,2025-06-30
2222,445,Twilight Melody,とわいらいとめろでぃ,normal,12,,493,,,,,,,2025-06-30
2223,445,Twilight Melody,とわいらいとめろでぃ,hard,17,,734,,,,,,,2025-06-30
2224,445,Twilight Melody,とわいらいとめろでぃ,expert,25,,943,,,,,,,2025-06-30
2225,445,Twilight Melody,とわいらいとめろでぃ,master,28,,1128,,,,,,,2025-06-30
2226,446,オーバーコード,おーばーこーど,easy,5,,231,,,,,,,2023-12-22
2227,446,オーバーコード,おーばーこーど,normal,12,,369,,,,,,,2023-12-22
2228,446,オーバーコード,おーばーこーど,hard,18,,707,,,,,,,2023-12-22
2229,446,オーバーコード,おーばーこーど,expert,26,,1113,,,,,,,2023-12-22
2230,446,オーバーコード,おーばーこーど,master,30,,1253,,,,,,,2023-12-22
2231,447,folern,ふぉれん,easy,9,,329,,,,,,,2024-01-11
2232,447,folern,ふぉれん,normal,12,,479,,,,,,,2024-01-11
2233,447,folern,ふぉれん,hard,21,,861,,,,,,,2024-01-11
2234,447,folern,ふぉれん,expert,30,,1392,,,,,,,2024-01-11
2235,447,folern,ふぉれん,master,32,,1486,,,,,,,2024-01-11
4026,447,folern,ふぉれん,append,35,,1794,,,,,,,2024-01-11
2236,448,Sage,さげ,easy,9,,408,,,,,,,2024-01-18
2237,448,Sage,さげ,normal,13,,595,,,,,,,2024-01-18
2238,448,Sage,さげ,hard,21,,956,,,,,,,2024-01-18
2239,448,Sage,さげ,expert,29,,1259,,,,,,,2024-01-18
2240,448,Sage,さげ,master,32,,1352,,,,,,,2024-01-18
4027,448,Sage,さげ,append,36,,1812,,,,,,,2024-01-18
2241,449,MarbleBlue.,まーぶるぶるー,easy,9,,579,,,,,,,2024-01-25
2242,449,MarbleBlue.,まーぶるぶるー,normal,14,,729,,,,,,,2024-01-25
2243,449,MarbleBlue.,まーぶるぶるー,hard,21,,1109,,,,,,,2024-01-25
2244,449,MarbleBlue.,まーぶるぶるー,expert,30,,1437,,,,,,,2024-01-25
2245,449,MarbleBlue.,まーぶるぶるー,master,33,,1460,,,,,,,2024-01-25
4028,449,MarbleBlue.,まーぶるぶるー,append,37,,2500,,,,,,,2024-01-25
2246,450,オペラ！スペースオペラ！,おぺらすぺーすおぺら,easy,9,,303,,,,,,,2024-05-29
2247,450,オペラ！スペースオペラ！,おぺらすぺーすおぺら,normal,13,,478,,,,,,,2024-05-29
2248,450,オペラ！スペースオペラ！,おぺらすぺーすおぺら,hard,19,,725,,,,,,,2024-05-29
2249,450,オペラ！スペースオペラ！,おぺらすぺーすおぺら,expert,26,,986,,,,,,,2024-05-29
2250,450,オペラ！スペースオペラ！,おぺらすぺーすおぺら,master,30,,1198,,,,,,,2024-05-29
4055,450,オペラ！スペースオペラ！,おぺらすぺーすおぺら,append,31,,1403,,,,,,,2024-05-29
2251,451,熱異常,ねついじょう,easy,8,,194,,,,,,,2024-05-17
2252,451,熱異常,ねついじょう,normal,13,,428,,,,,,,2024-05-17
2253,451,熱異常,ねついじょう,hard,18,,696,,,,,,,2024-05-17
2254,451,熱異常,ねついじょう,expert,27,,978,,,,,,,2024-05-17
2255,451,熱異常,ねついじょう,master,32,,1197,,,,,,,2024-05-17
2256,452,サイバーパンクデッドボーイ,さいばーぱんくでっどぼーい,easy,7,,236,,,,,,,2024-01-23
2257,452,サイバーパンクデッドボーイ,さいばーぱんくでっどぼーい,normal,13,,370,,,,,,,2024-01-23
2258,452,サイバーパンクデッドボーイ,さいばーぱんくでっどぼーい,hard,19,,699,,,,,,,2024-01-23
2259,452,サイバーパンクデッドボーイ,さいばーぱんくでっどぼーい,expert,27,,917,,,,,,,2024-01-23
2260,452,サイバーパンクデッドボーイ,さいばーぱんくでっどぼーい,master,30,,1014,,,,,,,2024-01-23
2266,454,えれくとりっく・えんじぇぅ,えれくとりっく・えんじぇぅ,easy,7,,198,,,,,,,2024-03-30
2267,454,えれくとりっく・えんじぇぅ,えれくとりっく・えんじぇぅ,normal,12,,417,,,,,,,2024-03-30
2268,454,えれくとりっく・えんじぇぅ,えれくとりっく・えんじぇぅ,hard,17,,663,,,,,,,2024-03-30
2269,454,えれくとりっく・えんじぇぅ,えれくとりっく・えんじぇぅ,expert,24,,927,,,,,,,2024-03-30
2270,454,えれくとりっく・えんじぇぅ,えれくとりっく・えんじぇぅ,master,29,,1176,,,,,,,2024-03-30
2271,455,ド屑,どくず,easy,5,,141,,,,,,,2024-03-04
2272,455,ド屑,どくず,normal,12,,229,,,,,,,2024-03-04
2273,455,ド屑,どくず,hard,18,,597,,,,,,,2024-03-04
2274,455,ド屑,どくず,expert,25,,844,,,,,,,2024-03-04
2275,455,ド屑,どくず,master,28,,817,,,,,,,2024-03-04
2276,456,幾望の月,きぼうのつき,easy,6,,245,,,,,,,2024-03-27
2277,456,幾望の月,きぼうのつき,normal,14,,316,,,,,,,2024-03-27
2278,456,幾望の月,きぼうのつき,hard,19,,610,,,,,,,2024-03-27
2279,456,幾望の月,きぼうのつき,expert,26,,892,,,,,,,2024-03-27
2280,456,幾望の月,きぼうのつき,master,29,,998,,,,,,,2024-03-27
4153,456,幾望の月,きぼうのつき,append,32,,1273,,,,,,,2024-03-27
2281,457,Supernova,すーぱーのゔぁ,easy,5,,193,,,,,,,2024-06-18
2282,457,Supernova,すーぱーのゔぁ,normal,13,,281,,,,,,,2024-06-18
2283,457,Supernova,すーぱーのゔぁ,hard,17,,504,,,,,,,2024-06-18
2284,457,Supernova,すーぱーのゔぁ,expert,24,,750,,,,,,,2024-06-18
2285,457,Supernova,すーぱーのゔぁ,master,28,,890,,,,,,,2024-06-18
4058,457,Supernova,すーぱーのゔぁ,append,27,,1016,,,,,,,2024-06-18
2286,458,抜錨,ばつびょう,easy,6,,195,,,,,,,2024-06-03
2287,458,抜錨,ばつびょう,normal,12,,317,,,,,,,2024-06-03
2288,458,抜錨,ばつびょう,hard,17,,711,,,,,,,2024-06-03
2289,458,抜錨,ばつびょう,expert,24,,831,,,,,,,2024-06-03
2290,458,抜錨,ばつびょう,master,28,,954,,,,,,,2024-06-03
2296,460,LEADER,りーだー,easy,6,,154,,,,,,,2024-06-28
2297,460,LEADER,りーだー,normal,12,,265,,,,,,,2024-06-28
2298,460,LEADER,りーだー,hard,17,,508,,,,,,,2024-06-28
2299,460,LEADER,りーだー,expert,24,,763,,,,,,,2024-06-28
2300,460,LEADER,りーだー,master,28,,940,,,,,,,2024-06-28
2301,461,おどロボ,おどろぼ,easy,6,,279,,,,,,,2024-02-04
2302,461,おどロボ,おどろぼ,normal,13,,452,,,,,,,2024-02-04
2303,461,おどロボ,おどろぼ,hard,18,,885,,,,,,,2024-02-04
2304,461,おどロボ,おどろぼ,expert,24,,1266,,,,,,,2024-02-04
2305,461,おどロボ,おどろぼ,master,29,,1339,,,,,,,2024-02-04
2306,462,レッドランドマーカー,れっどらんどまーかー,easy,7,,318,,,,,,,2024-03-31
2307,462,レッドランドマーカー,れっどらんどまーかー,normal,13,,418,,,,,,,2024-03-31
2308,462,レッドランドマーカー,れっどらんどまーかー,hard,18,,718,,,,,,,2024-03-31
2309,462,レッドランドマーカー,れっどらんどまーかー,expert,26,,1018,,,,,,,2024-03-31
